Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CYOU,Changyou.com Limited,38.97,726091222.3,18632056,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyou
CHFC,Chemical Financial Corporation,49.94,3551809758,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chfc
CBPO,"China Biologic Products, Inc.",108.43,2949456151,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbpo
HTHT,"China Lodging Group, Limited",80.57,2606898991,32355703,2010,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/htht
CHDN,"Churchill Downs, Incorporated",178.8,2947452202,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/chdn
CMPR,Cimpress N.V,92.39,2877497637,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/cmpr
CRUS,"Cirrus Logic, Inc.",65.02,4143742220,n/a,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus
CLVS,"Clovis Oncology, Inc.",62.99,2820226074,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs
COKE,Coca-Cola Bottling Co. Consolidated,231.69,2162633616,n/a,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke
CGNX,Cognex Corporation,90.3,7824168024,n/a,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx
COHR,"Coherent, Inc.",245.05,6034386636,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr
COLB,"Columbia Banking System, Inc.",40.76,2378078248,n/a,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb
COLM,Columbia Sportswear Company,57.35,3994904308,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm
CBSH,"Commerce Bancshares, Inc.",57.1,5802363932,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh
CBSHP,"Commerce Bancshares, Inc.",26.18,2399145777,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbshp
COMM,"CommScope Holding Company, Inc.",37.67,7266288878,n/a,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm
CVLT,"Commvault Systems, Inc.",56.95,2559750273,n/a,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
CPRT,"Copart, Inc.",31.57,7271556805,n/a,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
CSOD,"Cornerstone OnDemand, Inc.",37.28,2118280244,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
CSGP,"CoStar Group, Inc.",249.99,8186871762,n/a,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
CBRL,"Cracker Barrel Old Country Store, Inc.",163.81,3938413883,n/a,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl
CACC,Credit Acceptance Corporation,241.39,4681072295,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc
CREE,"Cree, Inc.",24.97,2429288127,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
CRTO,Criteo S.A.,46.62,2839356601,60904260,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto
CVBF,CVB Financial Corporation,22.39,2466002291,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CY,Cypress Semiconductor Corporation,13.77,4536362651,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CONE,CyrusOne Inc,57.91,5080207159,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",69.41,2879042120,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play
DXCM,"DexCom, Inc.",72.82,6289439879,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
FANG,"Diamondback Energy, Inc.",92.44,9070956295,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DISCK,"Discovery Communications, Inc.",25.54,9821987575,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DORM,"Dorman Products, Inc.",80.8,2771211336,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
DNKN,"Dunkin&#39; Brands Group, Inc.",56.86,5157924463,n/a,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
EGBN,"Eagle Bancorp, Inc.",63.25,2157427203,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EWBC,"East West Bancorp, Inc.",59.31,8569351437,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
SATS,EchoStar Corporation,61.64,5886124661,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
ESLT,Elbit Systems Ltd.,124.38,5316981812,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
EFII,"Electronics for Imaging, Inc.",48.9,2272277376,n/a,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ENDP,Endo International plc,11.12,2481011478,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
ESGR,Enstar Group Limited,196.7,3820408110,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esgr
ENTG,"Entegris, Inc.",24.9,3527685190,n/a,2000,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg
ERIE,Erie Indemnity Company,121.96,6377272301,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
EEFT,"Euronet Worldwide, Inc.",87.85,4606018371,n/a,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
EXAS,Exact Sciences Corporation,32.32,3593755239,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
EXEL,"Exelixis, Inc.",19.9,5820995725,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
XOG,"Extraction Oil & Gas, Inc.",15.15,2603294266,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xog
FFIV,"F5 Networks, Inc.",130.14,8420439701,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ffiv
FGEN,"FibroGen, Inc",29.25,2045868113,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fgen
FNGN,"Financial Engines, Inc.",38.8,2439305560,n/a,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/fngn
FNSR,Finisar Corporation,25.36,2824792630,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fnsr
FEYE,"FireEye, Inc.",15.13,2698708354,n/a,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/feye
FCFS,"First Cash, Inc.",55.85,2697677423,n/a,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FCNCA,"First Citizens BancShares, Inc.",359.95,4323145280,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcnca
FFIN,"First Financial Bankshares, Inc.",42.05,2780843536,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffin
FHB,"First Hawaiian, Inc.",30.51,4257567224,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fhb
FIBK,"First Interstate BancSystem, Inc.",37.95,2142050104,n/a,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/fibk
FMBI,"First Midwest Bancorp, Inc.",24.01,2697410677,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbi
FSLR,"First Solar, Inc.",36.46,3802416754,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/fslr
FV,First Trust Dorsey Wright Focus 5 ETF,25.17,2486796050,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fv
QTEC,First Trust NASDAQ-100- Technology Index Fund,64.62,2174463129,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qtec
FSV,FirstService Corporation,62.7,2167797136,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/fsv
FIVE,"Five Below, Inc.",51.01,2811047042,n/a,2012,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/five
FLEX,Flex Ltd.,16.71,8854856256,n/a,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/flex
FLIR,"FLIR Systems, Inc.",35.96,4906947152,n/a,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir
FTNT,"Fortinet, Inc.",37.94,6668369950,n/a,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
FULT,Fulton Financial Corporation,19.15,3347726400,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fult
GLPG,Galapagos NV,78.86,774446049.5,9820518,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glpg
GLPI,"Gaming and Leisure Properties, Inc.",36.36,7570142401,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/glpi
GRMN,Garmin Ltd.,51.61,9710752733,n/a,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/grmn
GNTX,Gentex Corporation,19.28,5538571095,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/gntx
GBCI,"Glacier Bancorp, Inc.",36.69,2811186039,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gbci
GLNG,Golar LNG Limited,22.81,2305657610,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/glng
LOPE,"Grand Canyon Education, Inc.",80.13,3838024351,n/a,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lope
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,44.91,293800366.7,6541981,2006,Transportation,Aerospace,http://www.nasdaq.com/symbol/omab
GGAL,Grupo Financiero Galicia S.A.,42.18,2061864989,48882527,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ggal
GPOR,Gulfport Energy Corporation,14.31,2616380312,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gpor
GWPH,GW Pharmaceuticals Plc,99.7,2290806402,22976995,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gwph
HBHC,Hancock Holding Company,49.5,4183694856,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbhc
HA,"Hawaiian Holdings, Inc.",54.65,2931241830,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ha
HDS,"HD Supply Holdings, Inc.",31.34,6351349514,n/a,2013,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/hds
HCSG,"Healthcare Services Group, Inc.",48.15,3514420350,n/a,1983,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hcsg
HQY,"HealthEquity, Inc.",51.98,3117433602,n/a,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/hqy
HELE,Helen of Troy Limited,96,2597168256,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hele
HOMB,"Home BancShares, Inc.",25.86,3709011255,n/a,2006,Finance,Major Banks,http://www.nasdaq.com/symbol/homb
HOPE,"Hope Bancorp, Inc.",19.48,2634767322,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hope
HPT,Hospitality Properties Trust,30.35,4985539840,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hpt
TWNK,"Hostess Brands, Inc.",16.41,2132577304,n/a,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/twnk
HCM,Hutchison China MediTech Limited,21.09,223949690.6,10618762,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hcm
IAC,IAC/InterActiveCorp,101.34,7974015121,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/iac
IBKC,IBERIABANK Corporation,82.5,4204710923,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkc
IEP,Icahn Enterprises L.P.,49.41,7917883820,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/iep
ICLR,ICON plc,96.27,5176986928,n/a,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr
ICUI,"ICU Medical, Inc.",168.4,3334286152,n/a,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
IIVI,II-VI Incorporated,33.55,2117969764,n/a,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi
ILG,"ILG, Inc",26.5,3306356876,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ilg
INCR,"INC Research Holdings, Inc.",59.25,3205657438,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
PODD,Insulet Corporation,44.24,2562229499,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
IART,Integra LifeSciences Holdings Corporation,52.45,3966313950,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",24.88,3308814836,n/a,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
ICPT,"Intercept Pharmaceuticals, Inc.",119.41,2986345945,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
IDCC,"InterDigital, Inc.",83.75,2904609376,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
IBOC,International Bancshares Corporation,36.5,2410985783,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISBC,"Investors Bancorp, Inc.",13.9,4314057529,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
IONS,"Ionis Pharmaceuticals, Inc.",50.54,6265219402,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
IPGP,IPG Photonics Corporation,141.45,7593302633,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
IRBT,iRobot Corporation,100.28,2749384883,n/a,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",17.78,2642398934,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
TLT,iShares 20+ Year Treasury Bond ETF,124.38,7500114000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
IXUS,iShares Core MSCI Total International Stock ETF,58.34,6248214000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
ACWX,iShares MSCI ACWI ex US Index Fund,46.35,2336040000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,66.48,6860736000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,67.82,3540204000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
MCHI,iShares MSCI China ETF,54.63,2458350000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
SCZ,iShares MSCI EAFE Small-Cap ETF,58.82,8387732000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
IBB,iShares Nasdaq Biotechnology Index Fund,294.43,8052660500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
ITRI,"Itron, Inc.",70,2705399690,n/a,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
JJSF,J & J Snack Foods Corp.,136.51,2555226533,n/a,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
JBHT,"J.B. Hunt Transport Services, Inc.",90.57,9961177156,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",86.92,4188927824,n/a,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JKHY,"Jack Henry & Associates, Inc.",104.21,8092072611,n/a,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,106.68,3138251219,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JAZZ,Jazz Pharmaceuticals plc,149.49,8973707704,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JBLU,JetBlue Airways Corporation,23.05,7691176434,n/a,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
JUNO,"Juno Therapeutics, Inc.",22.59,2396829948,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
KITE,"Kite Pharma, Inc.",89.35,5052381437,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite
KLXI,KLX Inc.,52.28,2704094595,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi
LAMR,Lamar Advertising Company,70.6,6912550629,n/a,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,128.01,3512990079,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
LSTR,"Landstar System, Inc.",87.25,3657945431,n/a,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
LAUR,"Laureate Education, Inc.",17.73,2985811413,n/a,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/laur
LEXEA,"Liberty Expedia Holdings, Inc.",51.51,2944545610,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexea
LEXEB,"Liberty Expedia Holdings, Inc.",53.4599,3056010752,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexeb
LILA,Liberty Global plc,20.48,3527581819,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lila
LILAK,Liberty Global plc,19.98,3441459216,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lilak
LVNTA,Liberty Interactive Corporation,53.57,4578675202,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta
LVNTB,Liberty Interactive Corporation,56.1199,4796617407,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb
FWONK,Liberty Media Corporation,36.65,7876034313,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwonk
LPNT,"LifePoint Health, Inc.",64.8,2615728464,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt
LGND,Ligand Pharmaceuticals Incorporated,115,2414545635,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd
LECO,"Lincoln Electric Holdings, Inc.",95.55,6286823470,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
LFUS,"Littelfuse, Inc.",164.28,3727958892,n/a,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus
LIVN,LivaNova PLC,61.19,2948501034,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn
LOGI,Logitech International S.A.,36.68,5999783913,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",110.55,5823951322,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/logm
LPLA,LPL Financial Holdings Inc.,42.08,3800730067,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla
LULU,lululemon athletica inc.,52.39,7162247850,n/a,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu
LITE,Lumentum Holdings Inc.,62.55,3824929373,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lite
MTSI,"MACOM Technology Solutions Holdings, Inc.",56.94,3634341950,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
MANH,"Manhattan Associates, Inc.",46.97,3261783741,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
MKTX,"MarketAxess Holdings, Inc.",206.14,7736283718,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
MRVL,Marvell Technology Group Ltd.,17.74,8916124000,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,90.88,4676916271,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi
MTCH,"Match Group, Inc.",17.66,4562520444,n/a,2015,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/mtch
MAT,"Mattel, Inc.",22.65,7758901735,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat
MATW,Matthews International Corporation,65.45,2108730670,n/a,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw
MBFI,MB Financial Inc.,44.77,3754106645,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi
MDSO,"Medidata Solutions, Inc.",72.98,4258991726,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso
MLNX,"Mellanox Technologies, Ltd.",46,2285903208,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx
MEOH,Methanex Corporation,43.25,3821049184,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh
MGEE,MGE Energy Inc.,67.5,2340114975,n/a,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee
MSCC,Microsemi Corporation,49.12,5672203371,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
MSTR,MicroStrategy Incorporated,182.12,2083834159,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
MKSI,"MKS Instruments, Inc.",77.9,4215031195,n/a,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mksi
MOMO,Momo Inc.,38.05,2996421747,78749586,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/momo
MPWR,"Monolithic Power Systems, Inc.",98.07,4046869632,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr
MORN,"Morningstar, Inc.",77.15,3312097642,n/a,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/morn
MSG,MSG Networks Inc.,193.85,4563961947,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/msg
FIZZ,National Beverage Corp.,87.84,4090581432,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fizz
NGHC,National General Holdings Corp,21.76,2318361536,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghc
NATI,National Instruments Corporation,39,5054157069,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati
NAVI,Navient Corporation,15.57,4340133047,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/navi
NKTR,Nektar Therapeutics,18.27,2834584946,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nktr
NEOG,Neogen Corporation,67.86,2586788320,n/a,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/neog
NTCT,"NetScout Systems, Inc.",36.3,3329470049,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/ntct
NBIX,"Neurocrine Biosciences, Inc.",44.23,3895555613,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nbix
NWS,News Corporation,13.95,8116271513,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nws
NWSA,News Corporation,13.56,7889364998,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nwsa
NXST,"Nexstar Media Group, Inc.",62.9,2969823437,n/a,2003,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/nxst
NICE,NICE Ltd,79.18,3135093856,39594517,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/nice
NDSN,Nordson Corporation,117.13,6750904680,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ndsn
NUAN,"Nuance Communications, Inc.",18.55,5336000658,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nuan
NTNX,"Nutanix, Inc.",17.95,2719956948,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntnx
NUVA,"NuVasive, Inc.",78.59,3981585837,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuva
ODP,"Office Depot, Inc.",5.62,2903516789,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/odp
OKTA,"Okta, Inc.",25.53,2432647904,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/okta
ODFL,"Old Dominion Freight Line, Inc.",95.46,7869901388,n/a,1991,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/odfl
ONB,Old National Bancorp,17.55,2376884250,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/onb
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",41.9,2561363928,n/a,2015,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/olli
ON,ON Semiconductor Corporation,15.97,6719239423,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/on
OTEX,Open Text Corporation,32.54,8588140358,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/otex
OPK,"Opko Health, Inc.",6.52,3647214259,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opk
PACW,PacWest Bancorp,49.77,6042482779,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pacw
