oid
442942170295
443057668794
441621967167
440839069966
441844359772
441769495576
444136899887
728820791024
440662350410
442450856263
443824759046
443741825328
780056341255
443415052388
441132843945
442797519752
535118388046
768510635180
441285916176
535146764576
443270847555
440516208055
440600586353
440502458776
765292067229
442020294952
443078834686
444135470880
719805494509
442463603550
728815914271
442732253742
719841797405
441938419928
443975128805
440818152021
765295878771
441793386414
444203561040
443049298553
443457768911
780054500980
443117521672
442660072176
535212184142
443164080321
442235848361
440877898543
443381095029
779059126911
443148714488
441483366685
440445764307
443697844689
719858404011
443748588526
440871676764
442608822087
443074330470
442454962610
765278442435
441294033422
441242103262
443627800917
442917975818
442963464650
444074785789
443963002555
440238596250
441388399715
440478280034
534953747590
719814508238
440811895916
444017027675
528040531291
444146476042
443415505922
443647642803
768503626316
444230480435
443872848363
728806070917
441676296934
440692800906
442593898316
442954612338
441047073600
440604064557
443352857388
441525294638
719818008201
440567771847
443133245891
441540933881
443768852076
441968157608
762995943753
442542834786
443974402104
443306898603
534926356812
443323596860
442294213751
441596306320
442305650862
442257119764
441968969732
443008225006
768518089789
440614309194
443980501655
440558481530
440683909572
443255804957
440381337774
442950243880
534877999505
441129353226
440250045770
442262900691
444087846868
443190624697
780048658526
765302091066
534855006436
443235481506
440234754278
443045866455
443542468864
442359279397
443932427896
443175361568
440710488722
441225284208
444131233048
441023050701
441258323546
442035358591
442049371440
440615069741
443439484153
441684794648
440235961793
441094172659
443860565855
441587301911
440450583202
441878812767
719833239596
534795584318
765300488007
440460946890
719727628240
443126137506
440433847481
442047805348
443728305746
443641479076
441200901694
534990667146
441063871623
441791908377
719834240160
443815071147
780040465378
728819113965
534834465222
440714613599
442741374760
443895516632
443588573527
441597698718
534910203286
442485777403
443751770287
719847269727
440947852319
442316366902
535048179204
535025213561
442417347798
441713924945
534817839756
701240501996
443440775079
443270632686
441474863405
440480802880
442116674855
441336490741
443297032269
442511739220
442688952008
442772287729
442531816596
442482123016
440341393937
765318726132
442524380711
535166594800
442128177602
440683672594
443226546931
443805240441
728738896855
719808532098
442536022523
440710313861
440777402947
443849535271
535012072956
441099847840
441474875509
701241481725
441867334976
443016929848
443888409223
443445886011
443828509688
442482191122
442287705776
443180929373
443678362196
728813949585
443126807377
442546899368
765300192388
440962747383
441987184507
443788810764
443564034960
441658180961
443317971788
442868192097
443180325329
440366858843
440611636993
442850694766
442255329770
719835591297
443780435481
442810491531
443162906444
441643861919
757216409708
442858213494
440910659090
441511784587
441215962730
534957856400
443788501419
443463840788
443454244728
442116556053
719860319843
441020964439
441919330935
443089375482
719791987847
443242851196
442010811806
443065934553
535116058636
443078249999
780056347188
440556476241
443894240496
442000600784
765313426668
441745294564
443905935689
440980037880
528036345170
442121469528
440975224773
443757009578
442068934715
728821935377
440987838246
442729261655
442158269413
442801511058
443074464333
441528594262
442649939306
440609247210
535078059681
443847351707
534908105464
442160196478
441413803702
441231181916
738030805463
442517806147
442143616935
440780680873
442212066394
443371197965
440769469924
443905393888
441629205336
442518180726
441818514079
441976543214
768508750664
120071442216
443910380858
441634090876
533731736374
443275862078
443094402466
442636007822
738031736498
719746750994
443434843966
441976051547
534777604104
535033934727
444101215076
441863006926
442325732529
441904337996
443359710144
441667404708
719829169303
443113507183
440399481904
738031447487
442724268559
441165305623
120064739764
443435089752
442781332600
719687895308
757215128490
443704773911
440421074436
443820235766
442979950992
719687279987
443078919811
441216286466
444058288758
442868716972
442968284427
442470954009
440839514668
534988723900
719831080210
719810575073
441377962708
442133657056
442235936254
443097712791
442481387546
443862564006
441145991120
440755278954
443183311153
443796598058
443831673239
719829963225
441538967566
441898591380
535112798517
442358336942
441869432126
441839499478
441518540423
443608843958
443513335312
535082143757
442272140856
440986304556
443205008185
442859561539
534994987743
442470866790
443018413086
768502803927
719858662161
728796088978
768492174862
120079638190
442359246497
444064501894
442822038244
440422311117
443702399639
441400258082
440780043876
763013930847
442284806429
441490924284
442236741696
442129846621
442455944079
719822463722
443687770208
440705735218
442688396948
719826503635
534658995847
443568612171
442636226396
780056073650
443981449716
443249305812
440847413827
443334244900
534880904523
440943323966
763019981727
441231894926
443941328258
444220395997
701241237425
441554510726
443106730284
444158940334
535061508528
728824404359
440967464940
443470025876
440456885684
441206605196
719677439822
440830219627
443551565057
443489113573
719819059148
440958334617
719834538442
442591654640
442232792353
442650883796
440596943599
443799050162
442944748174
441009955705
441257060012
442601405713
719860453939
441682347930
441307976143
442387142787
444160231154
440651739097
440405295782
442475889244
443672502377
442895523261
443354782347
441571303032
442600218305
443912080186
440795530652
442638780592
441470537146
441906426638
441965191259
440585623176
443399519118
440862159345
442111546515
443458363054
443660217316
